"plot_id","year","month","C_nwl_A","C_nwl_W","C_nwl_E","C_nwl_N","C_fwl_A","C_fwl_W","C_fwl_E","C_fwl_N","C_cwl_A","C_cwl_W","C_cwl_E","C_cwl_N","temp_air","precip","evap","soc_obs_tCha"
"PLOT_001",2013,5,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,8.3,44.4,39,NA
"PLOT_001",2013,6,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,14.7,45.1,54.5,NA
"PLOT_001",2013,7,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,15.9,62.3,55.2,NA
"PLOT_001",2013,8,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,14.8,93.6,48.3,NA
"PLOT_001",2013,9,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,8.5,65.5,42.6,NA
"PLOT_001",2013,10,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,2.7,54.1,24.5,NA
"PLOT_001",2013,11,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,-0.5,35.6,5,NA
"PLOT_001",2013,12,0.102849,0.018891,0.004198,0.083958,0.018252,0.001825,0.001095,0.015331,0.016427,0.001095,0.000365,0.018617,-7.1,27.1,5,NA
"PLOT_001",2014,1,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,-9.8,41.8,5,NA
"PLOT_001",2014,2,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,-6.5,25.2,5,NA
"PLOT_001",2014,3,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,-2.9,36.8,5,NA
"PLOT_001",2014,4,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,4.4,46,14.5,NA
"PLOT_001",2014,5,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,10.1,48.1,45.7,NA
"PLOT_001",2014,6,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,14.5,61.4,48.5,NA
"PLOT_001",2014,7,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,15.7,99.2,58.8,NA
"PLOT_001",2014,8,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,12.3,81.5,50.5,NA
"PLOT_001",2014,9,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,8,44.4,39.6,NA
"PLOT_001",2014,10,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,3.3,33.6,21.1,NA
"PLOT_001",2014,11,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,-1.2,63,5,NA
"PLOT_001",2014,12,0.099437,0.018264,0.004059,0.081173,0.017646,0.001765,0.001059,0.014823,0.015882,0.001059,0.000353,0.017999,-7.9,50.2,5,NA
"PLOT_001",2015,1,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-8.2,41.7,5,NA
"PLOT_001",2015,2,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-8.9,42.4,5,NA
"PLOT_001",2015,3,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-2.4,46.9,5,NA
"PLOT_001",2015,4,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,5.3,46.2,21.2,NA
"PLOT_001",2015,5,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,9.9,32.7,44.1,NA
"PLOT_001",2015,6,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,13.6,48.1,58.3,NA
"PLOT_001",2015,7,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,15.3,82.7,60.6,NA
"PLOT_001",2015,8,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,13.4,71,61.9,NA
"PLOT_001",2015,9,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,9.4,49.2,35,NA
"PLOT_001",2015,10,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,2.3,49.2,24.2,NA
"PLOT_001",2015,11,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-2,49.2,5,NA
"PLOT_001",2015,12,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-6.1,54.9,5,NA
"PLOT_001",2016,1,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-6.8,22.7,5,NA
"PLOT_001",2016,2,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-8.6,27.3,5,NA
"PLOT_001",2016,3,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-2.8,29.3,5,NA
"PLOT_001",2016,4,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,3.2,39.3,18.5,NA
"PLOT_001",2016,5,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,9.8,40.3,39.6,NA
"PLOT_001",2016,6,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,15.2,43.3,55.8,NA
"PLOT_001",2016,7,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,15.3,42.9,71,NA
"PLOT_001",2016,8,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,13.8,102.1,61,NA
"PLOT_001",2016,9,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,10.6,52.6,39.9,NA
"PLOT_001",2016,10,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,4.1,65.8,17,NA
"PLOT_001",2016,11,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-2.9,58.8,5,NA
"PLOT_001",2016,12,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-6.5,35.9,5,NA
"PLOT_001",2017,1,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-7.4,50.7,5,NA
"PLOT_001",2017,2,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-7.2,41.2,5,NA
"PLOT_001",2017,3,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-2.9,50.5,5,NA
"PLOT_001",2017,4,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,1,37,16.2,NA
"PLOT_001",2017,5,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,11.1,44.9,37.3,NA
"PLOT_001",2017,6,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,14,56.4,60.2,NA
"PLOT_001",2017,7,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,16.1,101.2,68.7,NA
"PLOT_001",2017,8,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,13.9,63.9,61.2,NA
"PLOT_001",2017,9,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,8.7,57.5,31.2,NA
"PLOT_001",2017,10,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,3.9,60.5,22.1,NA
"PLOT_001",2017,11,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-2.7,68.6,5,NA
"PLOT_001",2017,12,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-7.2,43.4,5,NA
"PLOT_001",2018,1,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-7.5,26.4,5,NA
"PLOT_001",2018,2,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-5.6,39.5,5,NA
"PLOT_001",2018,3,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-0.8,36.9,5,NA
"PLOT_001",2018,4,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,3.3,48.2,25.4,NA
"PLOT_001",2018,5,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,10.5,35,43.1,NA
"PLOT_001",2018,6,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,13.5,64.7,57,NA
"PLOT_001",2018,7,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,13.8,56.7,59.1,NA
"PLOT_001",2018,8,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,13.4,66,47.2,NA
"PLOT_001",2018,9,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,8.9,60.4,46.6,NA
"PLOT_001",2018,10,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,5.4,56.9,14.6,NA
"PLOT_001",2018,11,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-0.9,39.2,5,NA
"PLOT_001",2018,12,0.084985,0.015609,0.003469,0.069375,0.015082,0.001508,0.000905,0.012669,0.013573,0.000905,0.000302,0.015383,-8.1,36.5,5,NA
"PLOT_001",2019,1,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-10,38.2,5,NA
"PLOT_001",2019,2,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-7.1,23.6,5,NA
"PLOT_001",2019,3,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-2.1,33.7,8.9,NA
"PLOT_001",2019,4,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,2.7,51.4,20.5,NA
"PLOT_001",2019,5,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,10.1,46.4,34.2,NA
"PLOT_001",2019,6,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,14.6,65,51.6,NA
"PLOT_001",2019,7,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,15.8,87.5,60.7,NA
"PLOT_001",2019,8,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,14.4,74.3,49.7,NA
"PLOT_001",2019,9,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,11,45.2,42.8,NA
"PLOT_001",2019,10,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,4.8,56.2,10.2,NA
"PLOT_001",2019,11,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-4.1,42,5,NA
"PLOT_001",2019,12,0.088396,0.016236,0.003608,0.07216,0.015687,0.001569,0.000941,0.013177,0.014118,0.000941,0.000314,0.016001,-7.8,45.8,5,NA
"PLOT_001",2020,1,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-8.9,37.3,5,NA
"PLOT_001",2020,2,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-7.9,36,5,NA
"PLOT_001",2020,3,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-2.7,37.5,5,NA
"PLOT_001",2020,4,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,0.4,33.9,18.1,NA
"PLOT_001",2020,5,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,9.6,42.2,33.8,NA
"PLOT_001",2020,6,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,14.3,53,51,NA
"PLOT_001",2020,7,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,16.2,81.2,55.3,55.4
"PLOT_001",2020,8,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,15.3,68.9,51.3,NA
"PLOT_001",2020,9,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,10.2,58.6,37.5,NA
"PLOT_001",2020,10,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,2.6,53.6,16.2,NA
"PLOT_001",2020,11,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-4.6,41.7,7.9,NA
"PLOT_001",2020,12,0.093917,0.01725,0.003833,0.076667,0.016667,0.001667,0.001,0.014,0.015,0.001,0.000333,0.017,-5.9,40.8,5,NA
"PLOT_002",2000,1,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-9.8,30.4,5,NA
"PLOT_002",2000,2,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-7.2,45.2,5,NA
"PLOT_002",2000,3,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-3.8,35.7,5,NA
"PLOT_002",2000,4,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,2.6,42.1,24.1,NA
"PLOT_002",2000,5,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,6.6,53.2,36.1,NA
"PLOT_002",2000,6,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,12.8,69.4,50.8,NA
"PLOT_002",2000,7,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,14.8,54.3,56.9,45.6
"PLOT_002",2000,8,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,12.1,94.6,53.7,NA
"PLOT_002",2000,9,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,8.6,66.5,47.1,NA
"PLOT_002",2000,10,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,1,43.5,22.9,NA
"PLOT_002",2000,11,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-3.5,69.5,5,NA
"PLOT_002",2000,12,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-7.8,45.5,5,NA
"PLOT_002",2001,1,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-9.2,45.1,5,NA
"PLOT_002",2001,2,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-8.9,32.8,5,NA
"PLOT_002",2001,3,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-2.2,43.2,5,NA
"PLOT_002",2001,4,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,2.8,39.9,19.4,NA
"PLOT_002",2001,5,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,7.3,64.4,41.5,NA
"PLOT_002",2001,6,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,11.1,63.1,45.3,NA
"PLOT_002",2001,7,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,16,86.7,62.1,NA
"PLOT_002",2001,8,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,13,96.7,49,NA
"PLOT_002",2001,9,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,8.8,85,37,NA
"PLOT_002",2001,10,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,2.5,59.2,24.3,NA
"PLOT_002",2001,11,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-3.6,64.4,8,NA
"PLOT_002",2001,12,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-11.1,53.3,5,NA
"PLOT_002",2002,1,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-10.4,45.7,5,NA
"PLOT_002",2002,2,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-8.6,41.8,5,NA
"PLOT_002",2002,3,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-3,31,5.9,NA
"PLOT_002",2002,4,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,3,48.5,22.6,NA
"PLOT_002",2002,5,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,7.3,31.3,34.7,NA
"PLOT_002",2002,6,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,11.7,61.8,55.1,NA
"PLOT_002",2002,7,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,14.8,79.8,66.5,NA
"PLOT_002",2002,8,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,12,81.6,62.4,NA
"PLOT_002",2002,9,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,7.9,67.7,42.2,NA
"PLOT_002",2002,10,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,2.2,66.6,13.9,NA
"PLOT_002",2002,11,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-3.4,53.3,5,NA
"PLOT_002",2002,12,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-8.3,35.1,5,NA
"PLOT_002",2003,1,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-10.4,49.3,5,NA
"PLOT_002",2003,2,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-5.8,32.4,5,NA
"PLOT_002",2003,3,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-5.3,33.1,5,NA
"PLOT_002",2003,4,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,1.6,41.7,26.8,NA
"PLOT_002",2003,5,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,7.3,52.3,43.4,NA
"PLOT_002",2003,6,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,11.7,52.4,58.9,NA
"PLOT_002",2003,7,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,15,77.5,58.2,NA
"PLOT_002",2003,8,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,11.5,72.2,52.5,NA
"PLOT_002",2003,9,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,6.4,61.2,37.2,NA
"PLOT_002",2003,10,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,2.6,71.5,25.5,NA
"PLOT_002",2003,11,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-4.1,58.6,5.6,NA
"PLOT_002",2003,12,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-9.3,47.5,5,NA
"PLOT_002",2004,1,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-8.7,46.5,5,NA
"PLOT_002",2004,2,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-8.3,33.4,5,NA
"PLOT_002",2004,3,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-4.2,37.5,5,NA
"PLOT_002",2004,4,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,1.3,43.7,20.1,NA
"PLOT_002",2004,5,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,5.5,53.4,43,NA
"PLOT_002",2004,6,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,10.8,49.8,41,NA
"PLOT_002",2004,7,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,14.7,61.2,56.2,NA
"PLOT_002",2004,8,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,12.4,58.1,49.4,NA
"PLOT_002",2004,9,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,8.5,60.4,40.1,NA
"PLOT_002",2004,10,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,3.7,37.1,23.6,NA
"PLOT_002",2004,11,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-3.9,51,5,NA
"PLOT_002",2004,12,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-7.1,52.3,5,NA
"PLOT_002",2005,1,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-10.7,38.1,5,NA
"PLOT_002",2005,2,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-9.6,41.3,5,NA
"PLOT_002",2005,3,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-4.3,47.8,5,NA
"PLOT_002",2005,4,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,1.2,49.5,13.7,NA
"PLOT_002",2005,5,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,8.6,47.4,39.8,NA
"PLOT_002",2005,6,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,12.4,67.5,62.1,NA
"PLOT_002",2005,7,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,14.2,64.8,60.7,NA
"PLOT_002",2005,8,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,11.1,67.3,55.7,NA
